发展_NN 1934814_CD
联邦_NN 存款_NN 保险_NN 公司_NN 64_CD
挂价_NN 64_CD
寰岛_NN 64_CD
投资_NN 协议_NN 64_CD
热门股_NN 63_CD
国海_NN 富兰_NR 克林_NN 63_CD
天津_NN 海运_NN 63_CD
哈尔_CS 斯_DT 63_CD
东方龙_NN 63_CD
国能_NN 63_CD
海立_NN 63_CD
四川_NT 双马62_NT
安信_NN 信托_NN 62_CD
低_JJ 价股_NN 62_CD
博讯_NN 61_CD
解盘_NN 61_CD
押汇_NN 61_CD
投资期_NN 61_CD
家_CS 得宝_VV 61_CD
辅币_NN 61_CD
泰达_NN 宏利_NN 61_CD
正_AD 泰电器_NN 61_CD
货币_NN 主义_NN 61_CD
东方_NN 国信_NN 60_CD
上海_JJ 莱士_NN 60_CD
用_P 卡_NN 60_CD
新华_AD 锦_VV 60_CD
钱_NN 经_P 60_CD
新华_NT 百货59_NT
联益_NN 59_CD
劳埃德_NN 银行_VV 5_CD 8_CD
高新兴_AD 5_CD 8_CD
海兰信_NN 58_CD
美丽华_NR 酒店_NN 5_CD 8_CD
易货_JJ 贸易_NN 5_CD 8_CD
哈_NOI 药_NN 股份_NN 5_CD 8_CD
审计_JJ 报告_NN 57_CD
安泰_NN 集团_NN 57_CD
华塑_NR 56_CD
广州_JJ 浪奇_NN 56_CD
售楼_JJ 处_NN 55_CD
新_NN 中_LC 基_NN 55_CD
大有_VE 期货_NN 54_CD
金本_NR 位制_NN 54_CD
中科_JJ 三环54_NN
填权_NN 54_CD
诱空_NN 53_CD
安达信_NN 53_CD
东方雨_NN 虹_P 53_CD
中海_NR 油_NN 53_CD
收购方_NN 53_CD
联名卡_NN 53_CD
鲁银_NN 53_CD
半年期_NN 53_CD
欧比_NR 特53_CD
东华_NN 软件_NN 53_CD
龙科_NN 53_CD
科华_NN 恒_AD 盛_VA 53_CD
盛润_JJ 52_CD
零息52_NN
环球_NN 财经_NN 52_CD
金化_NN 52_CD
钛白_NN 51_CD
金葵花_NN 51_CD
宝丽华_NN 51_CD
莫_AD 高_JJ 股份_NN 51_CD
宝莱特_NN 51_CD
经办_AD 员_VV 50_CD
博信_NN 50_CD
中粮屯_NN 河_NN 50_CD
吉恩镍_NN 业_NN 50_CD
青岛_NN 海信_NN 50_CD
利记_NN 50_CD
启动_JJ 资金_NN 49_CD
沙隆达_NN 49_CD
海能达_NN 49_CD
航天_NN 长_JJ 峰_NN 49_CD
海伦哲_NN 49_CD
银_NN 之_DEG 杰_NN 49_CD
柯尼卡_NN 49_CD
洪都_NR 航空_NN 49_CD
哈_NN 里_LC 伯顿49_NN
安居宝_NN 48_CD
苏宁_NR 电器_NN 48_CD
广夏_NR 48_CD
报喜_AD 鸟_VV 48_CD
单币_JJ 47_NN
诚_AD 信网_NN 47_CD
拨回_VV 47_CD
中科_JJ 英华_NN 47_CD
交通_NN 银行_VV 47_CD
航民_NN 47_CD
夏新_NN 47_CD
大华_NR 股份_NN 47_CD
冰熊_NN 47_CD
联_OD 次_M 46_NN
前笔_JJ 46_CD
速_AD 贷通_VV 46_CD
凯马_NN 46_CD
固定_JJ 汇率_NN 制_VV 46_CD
彩票点_NN 46_CD
九_CD 阳_NN 股份_NN 有限_VA 公司_NN 46_CD
国际_NN 商报_NN 46_CD
让渡_VV 45_CD
砸盘_NN 45_CD
看盘_NN 45_CD
大_JJ 华农_NR 45_CD
创新高_AD 44_CD
安彩_NN 44_CD
环球_NN 集团_NN 43_CD
碧_NN 生源_NN 43_CD
非_AD 正常_JJ 户_NN 43_CD
汇通_NN 集团_NN 43_CD
证券网_NN 43_CD
盘感_NN 43_CD
现代_JJ 传播_NN 43_CD
营业日_NN 43_CD
中源_NN 43_CD
买方_NN 市场_NN 42_CD
渣打_VV 银行_NN 42_CD
轻纺城_NN 42_CD
单利_JJ 42_NN
华海_NR 药业_NN 42_CD
交割_NN 单_AD 42_CD
回_OD 次_M 42_NN
三季度_NN 42_CD
中国_NR 矿业_NN 41_CD
红宝丽_NN 41_CD
新都_JJ 酒店_NN 41_CD
运盛_NN 41_CD
高_JJ 溢价_NN 41_CD
配额_NN 制_VV 41_CD
中国_NR 公司_NN 40_CD
金路_NN 集团_NN 40_CD
金融许_AD 可证_VV 40_CD
全球_AD 资本_NR 市场_NN 40_CD
钢镚儿_NN 40_CD
中鲁_NR 40_CD
低_JJ 吸_VV 39_CD
惨绿_JJ 39_CD
贵研_JJ 铂业_NN 39_CD
交易_AD 规则_VV 39_CD
电力股_NN 38_CD
外国_NN 投资法_NN 38_CD
交货价_NN 38_CD
自选_VV 股_NN 38_CD
交易场_NN 38_CD
海王_NN 集团_NN 37_CD
买卖_VV 合同_JJ 37_CD
德棉_NN 37_CD
中国_JJ 电信_NN 37_CD
民化_NN 37_CD
改票_NN 37_CD
中国_JJ 金融_NN 37_CD
卡_NN 中心_NN 37_CD
银期_NN 37_CD
海_AD 大_JJ 集团_NN 36_CD
化工股_NN 36_CD
上港_NR 集团_NN 36_CD
新华_NN 都_AD 36_CD
银基_NN 集团_NN 36_CD
广州_JJ 市广_NN 百股份_NN 有限_JJ 公司_NN 36_CD
房地_AD 产评_VV 估_VV 36_CD
东富龙_NN 36_CD
欧亚_NN 集团_NN 36_CD
中冠_NR 36_CD
南京_NR 新港_NR 35_CD
综合税_NN 35_CD
厦门_NN 国际_NN 银行_NN 35_CD
海联讯_NN 35_CD
重庆港_AD 九35_CD
亿_CD 阳_NN 信通_NN 35_CD
中国_NR 人民_NN 建设_VV 银行_NN 35_CD
伊_CS 立浦_VV 35_CD
秦丰_NN 35_CD
华陶_NN 35_CD
金穗卡_NN 35_CD
授权书_NN 35_NN
福彩_NN 中心_NN 35_CD
蒙_VV 发利_VV 35_CD
试点_NN 办法_NN 35_CD
上海_JJ 贝岭_NN 35_CD
平安_JJ 集团_NN 35_CD
鑫光_NN 34_CD
飞力达_NN 34_CD
安纳_VV 达_VV 34_CD
私营_JJ 公司_NN 34_CD
中国_NR 国际_NN 34_CD
新宙邦_JJ 34_NN
指数化_NN 34_CD
上海_JJ 分行_NN 34_CD
北矿_NN 34_CD
广宇_JJ 集团_NN 33_CD
普利_NN 特_AD 33_CD
普民_NN 33_CD
非_AD 融资性_JJ 33_NN
中航_JJ 三鑫33_NN
操作_NN 指南_NN 33_CD
五_CD 矿_NN 建设_VV 33_CD
上海_JJ 证大_NN 33_CD
运通_NN 公司_NN 33_CD
电子城_NN 32_CD
中航_NN 精_JJ 机_NN 32_CD
山东_NN 新华_AD 制药_VV 股份_NN 有限_VA 公司_NN 32_CD
绩差股_NN 32_CD
承担者_NN 32_CD
万_CD 丰_JJ 奥威_NN 32_CD
天龙_NN 集团_NN 32_CD
万_CD 家_M 32_NN
振业_NN 集团_NN 32_CD
美欣_NR 达_VV 32_CD
信达_NN 证券_NN 31_CD
亨泰_NN 31_CD
飞行者_NN 31_CD
信息_NN 技术_NN 31_NN
深_JJ 赤湾_NR 31_CD
渤化_NN 31_CD
宏峰_NN 31_CD
净现值_NN 31_CD
送配_VV 31_CD
信托业_NN 31_CD
服务_NN 协议_NN 31_CD
巨额_NN 交易_NN 31_CD
鲁证_NR 30_CD
招标者_NN 30_CD
筑信_NN 30_CD
添益宝_NN 30_CD
詹姆_NN 斯_DT 邦德_NN 30_CD
资本_NR 化_NN 30_CD
仲裁_AD 规则_VV 30_CD
外国_NN 银行_NN 29_CD
卡样_NN 29_CD
深_AD 万科_NT 29_CD
禾嘉_NN 29_CD
海立美达_NN 29_CD
金通灵_NN 29_CD
兑付期_NN 29_CD
瑞_NN 和_CC 29_CD
羊城通_NN 29_CD
备用_VV 费_NN 29_CD
江力_NN 29_CD
如_P 家_NN 29_CD
海药_NN 28_CD
天源_NN 迪科_NN 28_CD
内蒙君_NN 正_AD 28_CD
华盛达_NN 28_CD
运通卡_NN 28_CD
中国_JJ 经济网_NN 28_CD
团办_NN 28_CD
宏华_NN 集团_NN 28_CD
华菱_NN 钢铁_NN 28_CD
中国_NR 财富_NN 28_CD
总房价_NN 28_CD
收盘报_NN 28_CD
短_AD 融券_VV 28_CD
惠博普_NN 28_CD
中电投_NN 28_CD
易_AD 方达_NN 28_CD
资产_NN 评估_VV 报告_NN 28_CD
旗滨_NN 集团_NN 28_CD
付息日_NN 28_CD
三_CD 房巷_NN 28_CD
新_JJ 财经_NN 28_CD
组织图_NN 28_CD
联想_JJ 集团_NN 28_CD
挂帐_NN 27_CD
鼎天_NN 27_CD
红鲱鱼_NN 27_CD
财经_VV 时报_NN 27_CD
民生_JJ 证券_NN 27_CD
康耐特_NN 27_CD
丽珠_NN 集团_NN 27_CD
斯_DT 普林_NN 特_AD 27_CD
储备_NN 头寸_NN 27_CD
金宇_NN 集团_NN 26_CD
合肥_NR 美菱_NR 股份_NN 有_VE 限公_JJ 司_NN 26_CD
现金_JJ 流量表_NN 26_CD
标金_NN 26_CD
京运通_NN 26_CD
圣莱达_NN 26_CD
海通_JJ 集团_NN 26_CD
三力士_NN 26_CD
完美_AD 世界_NN 26_CD
中国_NR 太平_NN 26_CD
中国_JJ 铁建_NN 26_CD
浦东_NN 金桥_NN 25_CD
上_NN 破_VV 25_CD
颈线_NN 25_CD
持票人_NN 25_CD
空头_NN 头寸_NN 25_CD
五_CD 粮_CC 25_CD
锁仓_NN 25_CD
征用_VV 权_NN 25_CD
修身堂_NN 25_CD
残值_NN 25_CD
金宇_NN 车城_NN 24_CD
远东_JJ 经济_NN 评论_NN 24_CD
达尔曼_NR 24_NN
销售_VV 合同_JJ 24_CD
亚洲_NN 金融_NN 24_CD
广为_AD 流传_VV 24_CD
阳谷华_NN 泰_VV 24_CD
中国_NR 财经_NR 报_NN 24_CD
汇添富_NN 24_CD
港华_NN 燃气_NN 24_CD
股市_NN 动态_JJ 分析_NN 24_CD
广州_JJ 白云_NN 山制_VV 药股份_NN 有_VE 限公_JJ 司_NN 24_CD
紫光_NN 华宇_NN 24_CD
信息_NN 早报_CC 24_CD
回天_NN 胶业_NN 23_CD
红太阳_AD 23_CD
保理商_NN 23_CD
浙江_NN 海亮_NN 23_CD
国电南瑞_NN 23_CD
维达_NN 国际_NN 23_CD
内盘_NN 23_CD
综合类_NN 23_CD
报告期_NN 23_CD
零_CD 七_CD 股份_NN 23_CD
创业_NN 计划书_NN 23_CD
世界_NN 经济_NN 23_CD
三_CD 全_DT 食品_NN 23_CD
转期_NN 23_CD
异动股_NN 23_CD
金飞达_NN 23_CD
上海_JJ 地产_NN 22_CD
佳_JJ 兆业_NN 集团_NN 22_CD
艺术品_NN 投资_NN 22_CD
大冶特钢_AD 22_CD
中国_JJ 移动_NN 22_CD
全球_PN 商业_NN 经典_P 22_CD
重庆_NN 机电_NN 22_CD
百_CD 盛_JJ 集团_NN 22_CD
经理_AD 费_VV 22_CD
大_CS 行情_VV 22_CD
评估_VV 办法_NN 22_CD
查库_VV 22_CD
中国_NR 南车_NN 22_CD
认购_VV 协议_NN 22_CD
中科_JJ 软_JJ 22_NN
望春花_NN 22_CD
专业版_NN 22_CD
科斯_NN 伍德_PU 21_CD
钢研_NN 高_VA 纳_CC 21_CD
彩票网_NN 21_CD
石炼_NN 21_CD
大_JJ 资金_NN 21_CD
北玻_NN 股份_NN 20_CD
交易_NN 时间_NN 20_CD
万力达_NN 20_CD
尤洛卡_NR 20_CD
北辰_NN 实业_NN 20_CD
长城卡_NN 20_CD
汤臣_NN 倍健_NN 20_CD
麦达_NN 斯_DT 20_CD
株冶_NN 集团_NN 20_CD
鲁润_NR 20_CD
聚富20_NN
中南_NN 重工_AD 20_CD
背书人_NN 20_CD
石岘_NN 20_CD
北京_NR 利尔_NN 20_CD
二纺机_NN 20_CD
易_AD 世_NN 达_VV 20_CD
东风_NN 集团_NN 20_CD
冠城_NR 大通_CD 20_CD
宏智_NN 19_CD
仕奇_NN 19_CD
兰光_NN 19_CD
深圳智_JJ 多盈_NN 19_CD
三元达_NN 19_CD
中信_JJ 海直_NN 19_CD
抵押_VV 合同_JJ 19_CD
信汇_NN 19_CD
白页_NN 19_CD
赌彩_NN 19_CD
精诚_JJ 铜业_NN 19_CD
融通_VV 领先_VV 19_CD
战略_AD 规划_VV 19_CD
江苏_NN 宏宝_NN 19_CD
新疆_JJ 天宏_NN 19_CD
中银_NN 绒业_NN 19_CD
四_CD 洲_NN 集团_NN 19_CD
丰林_NN 集团_NN 19_CD
苏宁_NR 环球_NN 股份_NN 有限_VA 公司_NN 19_CD
广州_JJ 分行_NN 19_CD
葛州坝_NN 19_CD
三_CD 丰_NN 智能_NN 19_CD
深证成指_VV 19_CD
自_P 仪_P 19_CD
保管人_NN 19_CD
先声_JJ 药业_NN 19_CD
良运_NN 18_CD
长电_JJ 18_CD
天津_NN 松江_NN 18_CD
广电_NN 运通_NN 18_CD
厦门_NN 钨业_NN 18_CD
凯地_NN 18_CD
集琦_NN 18_CD
沧州_NN 大_VA 化_CC 18_CD
英威腾_NN 18_CD
华兰_NR 生物_NN 工程_NN 股份_NN 有限_VA 公司_NN 18_CD
工银_NN 亚洲_NN 18_CD
奥维_NN 通信_NN 18_CD
自然_JJ 人股_NN 18_CD
海德_NN 股份_NN 18_CD
粤水电_NN 18_CD
政策面_NN 18_CD
上海_JJ 钢联_NN 18_CD
振华_NN 港机_NN 18_CD
财经_NT 周刊_NN 18_CD
合臣_JJ 18_NN
九_CD 发_CC 18_CD
奥普_NN 光电_NN 18_CD
七_CD 星_NN 电子_NN 18_NN
亚玛顿_NN 17_CD
棱光_NN 17_CD
承销_VV 额_NN 17_CD
买空_NN 17_CD
海宁_JJ 皮城_NN 17_CD
定向_AD 增发_VV 17_CD
一_CD 德_NN 17_CD
新开_AD 普_VV 17_CD
金利_NN 来_MSP 集团_VV 17_CD
康赛_NN 17_CD
深_AD 安_AD 达_VV 17_CD
武汉_NN 凡_CC 谷_NN 17_CD
南华_NN 集团_NN 17_CD
齐_AD 翔_JJ 腾达_NN 17_CD
许_VV 继_P 电气_NN 17_CD
通行_VV 权_NN 16_CD
阜丰_NN 集团_NN 16_CD
中信_JJ 银行_NN 16_CD
清华_NN 同_DT 方_NN 16_CD
中原_JJ 信托_NN 16_CD
航意险_NN 16_CD
信达_NN 资产_NN 管理_NN 公司_NN 16_CD
洛玻_NN 16_CD
高_VA 斯_PN 达_VV 16_CD
贵绳_JJ 16_CD
售尽_NN 16_CD
吉林_NR 森工_NR 16_CD
亚洲_NN 货币_NN 16_CD
富士_JJ 银行_NN 16_CD
康_CS 得新_VV 16_CD
天鸿_NN 宝业_NN 16_CD
康菲_NN 石油_NN 16_CD
新_JJ 和_CC 成_VV 16_CD
深_AD 发_VV 16_CD
闽福_NR 发_VV 15_CD
通科_VV 15_CD
国泰_NN 金龙_NN 15_CD
江_NN 中_LC 药业_NN 15_CD
办税员_NN 15_CD
西王_NN 糖业_NN 15_CD
损失率_NN 15_CD
凯美_NN 特气_NN 15_CD
无锡_AD 尚德_VV 15_CD
国泰_NN 金鹰_NN 15_CD
虚涨_JJ 15_CD
工商_NN 银行_VV 15_CD
谭木匠_NN 15_CD
法人_NN 银行_VV 15_CD
工银_NN 添颐_NN 15_CD
半_CD 仓_NN 15_CD
健康险_NN 15_CD
商界_NN 评论_NN 15_CD
山东_NN 铝业_NN 15_CD
华侨城_NN 15_CD
北京_NR 国投_NN 15_CD
康_AD 大_JJ 食品_NN 15_CD
地_DEV 产股_VV 15_CD
漫步者_NN 15_CD
亿_CD 安_CC 15_CD
黄金_NN 投资_NN 15_CD
琼民源_NN 14_CD
深_CD 国商_NN 14_CD
溢缴款_NN 14_CD
饱和_AD 点_VV 14_CD
罗普_NN 斯_DT 金_NN 14_CD
东锅_NN 14_CD
三_CD 木_NN 集团_NN 14_CD
国泰_NN 金牛_NN 14_CD
海王英_NN 特_CC 龙_NN 14_CD
单币_JJ 卡14_NN
国泰_NN 上_LC 证_AD 14_CD
超声_NN 电子_NN 14_NN
桂东_NN 电力_NN 14_CD
炒高_VV 14_CD
玉源_NN 14_CD
启明_NN 信息_NN 14_CD
卖方_NN 市场_NN 14_CD
钱串子_NN 14_CD
东方_NN 航空_NN 14_CD
金融_NN 投资报_NN 14_CD
永亨_CS 银行_VV 14_CD
核准_NN 制_VV 14_CD
商务_NN 周刊_NN 14_CD
银承_NN 14_CD
北旅_NN 14_CD
银债_NN 14_CD
洛阳轴_NN 研_VV 科技_JJ 股份_NN 有限_VA 公司_NN 14_CD
国际_NN 金融_NN 14_CD
中信_JJ 泰富_NN 14_CD
发_VV 卡_NN 银行_NN 14_CD
华孚_JJ 色纺_NN 14_CD
达声_NN 14_CD
台积_NN 电14_NN
渝_NN 三峡_NT 14_CD
银行_JJ 卡号_NN 13_CD
补空_NN 13_CD
长盛同德_JJ 13_CD
西单_NT 商场_NN 13_CD
哈_AD 高_JJ 科_NN 13_CD
沪建_NN 13_CD
中化_JJ 岩土_NN 13_CD
追索_VV 权_NN 13_CD
日科_NR 化学_NN 13_NN
华神_NN 集团_NN 13_CD
华安_NR 宝利_NN 13_CD
康美_NN 药业_NN 13_CD
产业_NN 发展_NN 13_CD
上海_JJ 凯宝_NN 13_CD
工银_NN 添利_NN 13_CD
华微_NR 电子_NN 13_NN
乐电_NN 13_CD
奥克_NN 股份_NN 13_CD
供给_VV 区_NN 13_CD
财务_NN 管理_NN 13_CD
麦科_NN 特_AD 13_CD
威尔泰_NN 13_CD
天仪_NN 13_CD
高金_NN 食品_NN 13_CD
浩_NN 宁_AD 达_VV 13_CD
建行卡_NN 13_CD
泸州_NN 老窖_NN 13_CD
成_VV 功营销_NN 13_CD
贵州_JJ 百灵13_NN
利源_NN 铝业_NN 13_CD
审计_NN 结果_NN 13_CD
金融市_NN 12_CD
深_JJ 原野_NN 12_CD
上证_JJ 股12_NN
情况表_NN 12_CD
高新_JJ 发展_NN 12_CD
中国_JJ 医药_NN 12_CD
利邦_NN 12_CD
自主_AD 创新_VV 12_CD
圣雪绒_NN 12_CD
扫盘_NN 12_CD
苏常_AD 柴_VV 12_CD
锦江_NN 酒店_NN 12_CD
际华_NN 集团_NN 12_CD
红阳_NN 能源_NN 12_CD
众_CD 业达_NN 12_CD
扩仓_NN 12_CD
广东_JJ 新会_NN 美_AD 达_VV 锦纶_NN 股份_NN 有限_VA 公司_NN 12_CD
深_NN 证_NN 综指_NN 12_CD
三_CD 特_NN 索道_NN 12_CD
被_SB 套_VV 12_CD
库藏股_NN 12_CD
实益_JJ 达_VV 12_CD
海南_NN 海药_NN 股份_NN 有限_VA 公司_NN 12_CD
久立_JJ 特材_NN 12_CD
深_JJ 宝安_NN 12_CD
华东_NN 医药_NN 股份_NN 有限_VA 公司_NN 12_CD
瓦轴_NN 12_CD
三_CD 维丝_NN 12_CD
宝利_NN 来_VV 11_CD
第三_OD 波_M 11_NN
深_AD 大通_AD 11_CD
控盘_NN 11_CD
华安_NR 宏利_NN 11_CD
浙江_NN 广_JJ 厦_NN 11_CD
国泰_NN 进取_VV 11_CD
厦门_NN 信达_NN 11_CD
担保品_NN 11_NN
认同_JJ 卡_NN 11_CD
顺_VV 诚_AD 11_CD
房改房_NN 11_CD
打印_NN 单_AD 11_CD
目标值_NN 11_CD
裸币_NN 11_CD
新_JJ 营销_NN 11_CD
实卡_JJ 11_NN
大盈_CD 11_CD
吉纸_NN 11_CD
益鑫泰_NN 11_CD
金融_JJ 世界_NN 11_CD
总体_NN 而_MSP 言_VV 11_CD
富力_NN 地产_AD 11_CD
深天_NT 马11_Err
协会_NN 章程_NN 11_CD
合伙_AD 制_VV 11_CD
赣锋_NN 锂业_NN 11_CD
英特_JJ 集团_NN 11_CD
特变_JJ 电工_NN 11_CD
折现率_NN 11_CD
技术面_NN 11_CD
国投_NN 瑞银_NN 11_CD
烽火_NN 通信_NN 11_CD
健康元_NN 10_CD
常柴_JJ 10_CD
厦门_NN 信达_NN 股份_NN 有限_VA 公司_NN 10_CD
华商_NN 银行_VV 10_CD
首席_OD 财务_NN 官_NN 10_CD
大众_CD 理财_NN 顾问_NN 10_CD
保荐制_NN 10_CD
哈_CS 慈_VV 10_CD
移仓_VV 10_CD
淡仓_NR 10_CD
报查_NN 10_CD
厦新_NN 10_CD
锦港_NN 10_CD
八一_CD 钢铁_NN 10_CD
息票_NN 10_CD
操作_NN 规范_NN 10_CD
担_VV 保函_VV 10_CD
金榜_NN 集团_NN 10_CD
试行_VV 标准_NN 10_CD
枪客_NN 10_CD
富豪_JJ 酒店_NN 10_CD
南方_NN 建材_NN 股份_NN 有限_VA 公司_NN 10_CD
服务_NN 合同_VA 10_CD
奥飞_NN 动漫_VV 10_CD
股票机_NN 10_CD
南证_VV 10_CD
路演_NN 10_CD
中集_JJ 安瑞科_NN 10_CD
九九_CD 久_VA 10_CD
畅丰_JJ 车桥_NN 10_CD
国泰_NN 纳指_NN 10_CD
还_AD 款期_NN 10_CD
华靖_NN 10_CD
中泰_NR 化学_NN 10_NN
外国_NR 直接_AD 投资_VV 10_CD
金辉_NN 集团_NN 10_CD
英国_JJ 金融_NN 时_LC 报_VV 10_CD
南_NN 百10_CD
逃汇_VV 10_CD
北京_NN 分行_NN 9_CD
酒鬼酒_NN 9_CD
增值_NN 税普_NN 通发_VV 票_NN 9_CD
万_CD 泽_NN 股份_NN 9_CD
东光_NN 集团_NN 9_CD
中国_NR 经济_NN 9_CD
超级_NN 大_JJ 乐透_NN 9_CD
双_CD 平_VA 9_CD
河化_NN 9_CD
基金_NN 合同_VA 9_CD
跌停板_NN 9_CD
宝莫_NR 股份_NN 9_CD
外汇宝_NN 9_CD
商品_NN 期货_NN 9_CD
新兴_JJ 市场_NN 9_CD
证券_NN 投资_NN 基金_NN 9_CD
创兴_NN 银行_NN 9_CD
西藏_NN 天路_NN 9_CD
焦作_NN 万方9_NN
科伦_NN 药业_NN 9_CD
天马_NN 精化_VV 9_CD
医疗_NN 保健_NN 9_CD
中银_NN 国际_NN 9_CD
浙江_NN 富_JJ 阳_NN 9_CD
包头_NN 铝业_NN 9_CD
购票员_NN 9_CD
石炼化_NN 9_CD
天伦_NN 置业_NN 9_CD
西藏_NN 旅游_NN 9_CD
彼得_PN 林奇_NN 9_CD
残值率_NN 9_CD
雄_JJ 震_VV 9_CD
中金_NR 公司_NN 9_CD
中信_JJ 实业_NN 银行_NN 9_CD
汇多利_VV 9_CD
北京_NN 天桥_NN 8_CD
鄂_NOI 绒_NN 8_CD
皇朝家_NN 私_AD 8_CD
碟型_JJ 8_CD
待评_VV 8_CD
银广厦_NN 8_CD
云南盐_NN 化_NN 股份_NN 有限_VA 公司_NN 8_CD
联油_NN 8_CD
金利_NN 华电_NN 8_CD
新鸿基_JJ 公司_NN 8_CD
汇通_VV 天下_VV 8_CD
中国_NR 农业_NN 银行_NN 8_CD
炬力_NN 8_CD
西南财_NN 经_P 大学_NN 8_CD
天目_NN 药业_NN 8_CD
上_JJ 提_VV 8_CD
融资_NN 租赁_NN 合同_VA 8_CD
证券_NN 投资_NN 分析_NN 8_CD
通金_NN 8_CD
中国_NR 食品_NN 8_CD
亚星_NN 化学_NN 8_CD
试盘_NN 8_CD
大中华_AD 集团_NN 8_CD
魏桥_NN 纺织_VV 8_CD
长盛_JJ 环球_NN 8_CD
恒泰大通_AD 8_CD
科达_NN 机电_NN 8_CD
中航科_NN 工_NN 8_CD
西陇化工_NN 8_CD
南宁_JJ 糖业_NN 股份_NN 有限_VA 公司_NN 8_CD
深_CD 赛格_NN 8_CD
金枫_NN 酒业_NN 8_CD
英化_NN 8_CD
鑫新_NN 8_CD
广发_JJ 证券_NN 8_CD
中国_JJ 国际招_NN 标网_NN 8_CD
小牌_NN 8_CD
银行券_NN 8_CD
长盛_JJ 基金_NN 8_CD
丽悦_NN 酒店_NN 8_CD
租契_NN 8_CD
兰铝_NN 8_CD
茉织华_NN 8_CD
上海_JJ 石化_NN 8_CD
新_AD 嘉联_VV 8_CD
松辽_NN 汽车_NN 8_CD
朗伯_OD 德街_NN 8_CD
发票_NN 领购簿_NN 8_CD
深_AD 纺织_VV 8_CD
限售期_NN 8_CD
苏物_NN 8_CD
申银_NN 万_CD 国_NN 8_CD
雅虎_NN 财经_NN 8_CD
天然_JJ 碱8_NN
研究_NN 简报_VV 8_CD
交割日_NN 8_CD
宜华地产_VV 8_CD
新华_JJ 银行_NN 8_CD
钱江_NN 摩托_NN 8_CD
收官日_NN 8_CD
重庆_JJ 川仪_NN 8_CD
美联_NN 集团_NN 8_CD
新_AD 希望_VV 8_CD
万_CD 顺昌_NN 7_CD
通道_NN 制_VV 7_CD
证券_NN 市场_NN 红周刊_NN 7_CD
美联_VV 银行_NN 7_CD
开放_VV 经济_P 7_CD
还款_JJ 计划_NN 7_CD
豫能_NN 7_CD
中化_JJ 国际_NN 7_CD
金普卡_NN 7_CD
南京红太_AD 阳股份_NN 有限_JJ 公司_NN 7_CD
国泰_NN 金鼎_NN 7_CD
实际_JJ 控制人_NN 7_CD
拓日_NT 新_JJ 能_VV 7_CD
宜华_NN 木业_NN 7_CD
购买区_NN 7_CD
通知_VV 期_NN 7_CD
鲁泰纺织_NN 股份_NN 有_VE 限公司_VV 7_CD
精工_JJ 集团_NN 7_CD
上海_JJ 证券_NN 交易所_NN 7_CD
深_JJ 物业_NN 7_CD
合富_JJ 辉煌_NN 7_CD
流动_JJ 电讯_NN 7_CD
天津_NN 普林_NN 7_CD
海格_NN 通信_NN 7_CD
上海_JJ 梅林_NN 7_CD
科新_NN 机电_NN 7_CD
雅天妮_NN 7_CD
中海_NR 达_VV 7_CD
物贸_NN 中心_NN 7_CD
国际_NN 投资_NN 7_CD
上_JJ 电_NN 7_CD
招商局_NN 国际_NN 7_CD
西南_NN 合成_VV 7_CD
新奥_JJ 燃气_NN 7_CD
实施_NN 标准_NN 7_CD
上海_JJ 金陵_NN 7_CD
梅花伞_NN 7_CD
廉租房_NN 7_CD
机构_NN 投资者_NN 7_CD
壹_CD 传媒_NN 7_CD
易_AD 联众_VV 7_CD
云南_NN 马龙_NN 7_CD
经济_CS 观察网_NN 7_CD
中国_JJ 联合_NN 商报_NN 7_CD
中科_JJ 健_NN 7_CD
区域型_NN 7_CD
龙头股_NN 7_CD
中国_NR 商人_NN 7_CD
手工票_NN 7_CD
中国_NR 建筑_NN 6_CD
波动性_NN 6_CD
中航_NN 光电_NN 6_CD
兴达_VV 国际_NN 6_CD
双_CD 账户_NN 6_CD
钛金卡_NN 6_CD
资本_NR 化率_NN 6_CD
佳_JJ 纸_NN 6_CD
拆_VV 股_NN 6_CD
重_AD 仪_P 6_CD
股歌_NN 6_CD
文印室_NN 6_CD
唐陶_NN 6_CD
新华_JJ 基金_NN 6_CD
锦化_NN 6_CD
雅戈_NN 6_CD
当_P 代金_NN 融家_NN 6_CD
三_CD 普_NN 药业_NN 6_CD
西北_NN 轴承_NN 股份_NN 有限_VA 公司_NN 6_CD
平均_JJ 利率_NN 6_CD
东控_NN 6_CD
深华_AD 发_VV 6_CD
当_P 代经_VV 理人_NN 6_CD
湖北_NN 迈亚_VV 6_CD
万_CD 昌_NN 科技_NN 6_CD
广州_JJ 国光_NN 6_CD
中核_NN 钛白_NN 6_CD
经济_CS 导刊_NN 6_CD
受损者_NN 6_CD
龙星化工_NN 6_CD
泰京_NN 银行_NN 6_CD
中国_NR 石油_NN 6_CD
国泰_NN 金鹿_NN 6_CD
条形图_NN 6_CD
浙江_NN 三_CD 花_VV 股份_NN 有限_VA 公司_NN 6_CD
安凯_NN 客车_NN 6_CD
停业_NN 通知书_NN 6_CD
中国_NR 重汽_NN 6_CD
国研网_NN 6_CD
金利通_NN 6_CD
好时_NT 光_AD 6_CD
收益_JJ 宝_NN 6_CD
永_AD 利_NN 带_VV 业_NN 6_CD
深圳_NN 比_P 克_NN 6_CD
